229.084438139,94.328481502,70.265644653
227.924126222,94.329352036,70.312968764
226.763325606,94.33022257,70.360983441
225.601951941,94.331093104,70.409702786
236.0414517,94.323258298,69.996220591
234.882004782,94.324128832,70.039346311
233.722676392,94.324999366,70.083198015
232.563361031,94.3258699,70.127764699
231.403953196,94.326740434,70.173035361
230.244347387,94.327610968,70.218998999
229.105444731,86.261944969,71.172902666
229.097567259,89.289245873,70.869209581
229.089689787,92.314225705,70.521146658
227.945307059,86.262889931,71.235265797
227.937364245,89.290125872,70.925547934
227.929421431,92.31508361,70.571925277
226.784698527,86.263834892,71.298122055
226.776683682,89.291005871,70.982453454
226.768668836,92.315941515,70.623345102
225.623535178,86.264779854,71.361446266
225.615441464,89.29188587,71.039915694
225.60734775,92.316799421,70.675410417
229.100193083,88.280297542,70.975427042
229.092315611,91.306293692,70.641978167
227.94001185,88.281194762,71.033721665
227.932069036,91.307153765,70.694559006
226.779355297,88.282091981,71.092558774
226.771340451,91.308013838,70.747756371
225.618139369,88.282989201,71.151923015
225.610045655,91.308873912,70.801569637
229.102818907,87.271171362,71.076665324
229.094941435,90.297938529,70.758036828
229.087063963,93.321648758,70.395657126
227.942659454,87.272090315,71.136968162
227.93471664,90.29880606,70.812470713
227.926773827,93.322510064,70.444683742
226.782026912,87.273009268,71.197788806
226.774012067,90.299673591,70.867496443
226.765997221,93.32337137,70.494376243
225.620837273,87.27392822,71.259106993
225.612743559,90.300541122,70.923108483
225.604649846,93.324232676,70.544743824
230.265197037,86.261000007,71.111059659
230.257378418,89.288365874,70.813450728
236.056643554,88.274914226,70.63866828
230.249559799,92.3133678,70.471006913
236.049047627,91.301133252,70.340257921
234.897272106,88.275811445,70.693056786
234.889638444,91.301993325,70.388786507
233.738024345,88.276708665,70.748192282
233.730350369,91.302853399,70.438051579
232.578796416,88.277605884,70.80403591
232.571078723,91.303713472,70.488028207
231.419484462,88.278503103,70.860548811
231.411718829,91.304573545,70.538691461
230.259984625,88.279400323,70.917692127
236.05917553,87.265657645,70.727605333
230.252166006,91.305433618,70.59001641
236.051579603,90.292733344,70.444946376
236.043983676,93.316480922,70.115766096
234.899816659,87.266576598,70.784050767
234.892182998,90.293600875,70.495376719
234.884549336,93.317342228,70.160643034
233.740582337,87.267495551,70.841246692
233.732908361,90.294468406,70.546547049
233.725234384,93.318203534,70.206249455
232.581368981,87.268414503,70.899149607
232.573651288,90.295335937,70.598427794
232.565933595,93.31906484,70.252569717
231.422073006,87.269333456,70.95771601
231.414307373,90.296203467,70.65098938
231.40654174,93.319926146,70.299588172
230.262590831,87.270252409,71.016902403
236.061707505,86.256275199,70.811228975
230.254772212,90.297070998,70.704202235
236.054111578,89.283965877,70.544440376
230.246953593,93.320787452,70.347289175
236.046515651,92.309078273,70.23049167
234.902361213,86.25722016,70.869783415
234.894727552,89.284845877,70.5968239
234.88709389,92.309936179,70.277169323
233.74314033,86.258165122,70.929091847
233.735466353,89.285725876,70.649950913
233.727792377,92.310794084,70.324579962
232.583941545,86.259110084,70.989106127
232.576223852,89.286605875,70.703787199
232.568506159,92.311651989,70.372703298
231.42466155,86.260055046,71.049778112
231.416895917,89.287485874,70.758298542
231.409130284,92.312509894,70.421519044
229.113322203,83.234416897,71.432271831
227.953249873,83.235463284,71.501125159
226.792713373,83.236509671,71.570397575
225.631628891,83.237556057,71.640049175
229.115948027,82.225526206,71.509749126
229.108070555,85.252695713,71.264127868
227.955897478,82.22661353,71.580864943
227.947954664,85.253670723,71.328603451
226.795384988,82.227700853,71.652375167
226.787370142,85.254645733,71.393547482
225.634326796,82.228788177,71.724234986
225.626233082,85.255620743,71.458929875
229.110696379,84.243496529,71.350491731
227.950602268,84.244505413,71.417131178
226.790041758,84.245514296,71.484214392
225.628930987,84.24652318,71.55170638
236.071835408,82.219002265,71.094551572
236.064239481,85.246845654,70.889527527
234.912539429,82.220089588,71.162053547
234.904905767,85.247820664,70.950243131
233.753372298,82.221176912,71.230323518
233.745698322,85.248795674,71.011716229
232.594231802,82.222264235,71.299294771
232.586514109,85.249770683,71.073894033
231.435015727,82.223351559,71.368900593
231.427250095,85.250745693,71.136723758
230.275621863,82.224438882,71.43907427
230.267803244,85.251720703,71.200152618
236.066771457,84.237443228,70.96265627
234.907450321,84.238452111,71.025584451
233.748256314,84.239460995,71.089273625
232.589086673,84.240469878,71.153666365
231.429838639,84.241478762,71.218705241
230.27040945,84.242487645,71.284332826
236.069303432,83.228138578,71.030901144
234.909994875,83.229184964,71.096091919
233.750814306,83.230231351,71.162047188
232.591659238,83.231277737,71.228704881
231.432427183,83.232324124,71.296002926
230.273015656,83.233370511,71.363879254
